OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,Latitude,Longitude,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20071002_231332,Sample-Routine,Water,,2007-10-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-29828558,,,Enterococcus,,28,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-21 09:14:27.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070605_257248,Sample-Routine,Water,,2007-06-05,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30333544,,,Enterococcus,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:38:27.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20071010_231334,Sample-Routine,Water,,2007-10-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-29828560,,,Total Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-21 09:14:27.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070628_261066,Sample-Routine,Water,,2007-06-28,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30333550,,,Enterococcus,,42,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:38:27.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070322_257224,Sample-Routine,Water,,2007-03-22,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30335975,,,Total Coliform,,80,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:39:16.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070130_252014,Sample-Routine,Water,,2007-01-30,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30322908,,,Fecal Coliform,,20,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:35:46.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20071227_23357074637,Sample-Routine,Water,,2007-12-27,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30081513,,,Total Coliform,,20,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-03-04 08:42:38.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070605_257248,Sample-Routine,Water,,2007-06-05,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30333543,,,Total Coliform,,390,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:38:27.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070619_261064,Sample-Routine,Water,,2007-06-19,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30333546,,,Total Coliform,,20,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:38:27.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070316_254474,Sample-Routine,Water,,2007-03-16,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30335973,,,Enterococcus,,20,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:39:16.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070821_265236,Sample-Routine,Water,,2007-08-21,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30342012,,,Enterococcus,,8,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:41:07.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070117_252010,Sample-Routine,Water,,2007-01-17,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30322902,,,Fecal Coliform,,30,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:35:46.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070717_261076,Sample-Routine,Water,,2007-07-17,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30338706,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:40:05.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070628_261066,Sample-Routine,Water,,2007-06-28,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30333548,,,Fecal Coliform,,150,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:38:27.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070113_252008,Sample-Routine,Water,,2007-01-13,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30322899,,,Fecal Coliform,,30,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:35:46.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070502_257238,Sample-Routine,Water,,2007-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30330682,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:37:38.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070329_257226,Sample-Routine,Water,,2007-03-29,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30335979,,,Enterococcus,,600,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:39:16.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070905_265240,Sample-Routine,Water,,2007-09-05,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30344553,,,Total Coliform,,340,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:41:53.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070724_263376,Sample-Routine,Water,,2007-07-24,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30338710,,,Total Coliform,,40,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:40:06.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070710_261070,Sample-Routine,Water,,2007-07-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30338697,,,Fecal Coliform,,70,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:40:05.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070913_265242,Sample-Routine,Water,,2007-09-13,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30344557,,,Enterococcus,,8,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:41:53.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070804_263380,Sample-Routine,Water,,2007-08-04,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30342002,,,Total Coliform,,140,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:41:07.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070426_257236,Sample-Routine,Water,,2007-04-26,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30328132,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:37:00.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070808_263382,Sample-Routine,Water,,2007-08-08,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30342005,,,Total Coliform,,95,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:41:07.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20071002_231332,Sample-Routine,Water,,2007-10-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-29828557,,,Total Coliform,,40,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-21 09:14:27.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070710_261070,Sample-Routine,Water,,2007-07-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30338699,,,Enterococcus,,303,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:40:05.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070702_261068,Sample-Routine,Water,,2007-07-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30338695,,,Total Coliform,,160,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:40:05.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070531_257246,Sample-Routine,Water,,2007-05-31,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30330695,,,Total Coliform,,30,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:37:39.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070222_252020,Sample-Routine,Water,,2007-02-22,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30325662,,,Enterococcus,,100,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:36:25.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070206_252016,Sample-Routine,Water,,2007-02-06,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30325655,,,Total Coliform,,120,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:36:25.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070816_265234,Sample-Routine,Water,,2007-08-16,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30342009,,,Enterococcus,,26,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:41:07.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070802_263378,Sample-Routine,Water,,2007-08-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30341998,,,Fecal Coliform,,210,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:41:07.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070329_257226,Sample-Routine,Water,,2007-03-29,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30335977,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:39:16.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070130_252014,Sample-Routine,Water,,2007-01-30,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30322910,,,Enterococcus,,20,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:35:46.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070103_252002,Sample-Routine,Water,,2007-01-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30322891,,,Total Coliform,,30,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:35:46.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070804_263380,Sample-Routine,Water,,2007-08-04,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30342003,,,Enterococcus,,20,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:41:07.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20071203_229820,Sample-Routine,Water,,2007-12-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-29840745,,,Enterococcus,,22,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-21 09:18:34.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070306_254472,Sample-Routine,Water,,2007-03-06,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30335970,,,Enterococcus,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:39:16.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070808_263382,Sample-Routine,Water,,2007-08-08,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30342004,,,Fecal Coliform,,20,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:41:07.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070821_265236,Sample-Routine,Water,,2007-08-21,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30342010,,,Fecal Coliform,,60,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:41:07.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070913_265242,Sample-Routine,Water,,2007-09-13,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30344556,,,Total Coliform,,210,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:41:53.0,STORET
