OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,Latitude,Longitude,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070524_257166,Sample-Routine,Water,,2007-05-24,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30330640,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:37:38.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20071002_231314,Sample-Routine,Water,,2007-10-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-29839468,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-21 09:18:05.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070330_257150,Sample-Routine,Water,,2007-03-30,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30335934,,,Enterococcus,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:39:16.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070301_254452,Sample-Routine,Water,,2007-03-01,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30335917,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:39:15.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070306_254454,Sample-Routine,Water,,2007-03-06,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30335922,,,Enterococcus,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:39:15.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20071220_23355274276,Sample-Routine,Water,,2007-12-20,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30081826,,,Fecal Coliform,,40,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-03-04 08:42:47.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070316_254456,Sample-Routine,Water,,2007-03-16,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30335925,,,Enterococcus,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:39:15.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070103_251948,Sample-Routine,Water,,2007-01-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30322836,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:35:45.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070821_265206,Sample-Routine,Water,,2007-08-21,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30341960,,,Total Coliform,,60,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:41:07.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070502_257160,Sample-Routine,Water,,2007-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30330631,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:37:37.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070710_261034,Sample-Routine,Water,,2007-07-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30338651,,,Enterococcus,,8,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:40:05.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20071227_23355474632,Sample-Routine,Water,,2007-12-27,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30081796,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-03-04 08:42:46.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070130_251956,Sample-Routine,Water,,2007-01-30,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30322849,,,Total Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:35:45.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20071213_232740,Sample-Routine,Water,,2007-12-13,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-29846349,,,Total Coliform,,140,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-21 09:20:40.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070830_265208,Sample-Routine,Water,,2007-08-30,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30341964,,,Enterococcus,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:41:07.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070316_254456,Sample-Routine,Water,,2007-03-16,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30335924,,,Total Coliform,,30,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:39:15.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070109_251950,Sample-Routine,Water,,2007-01-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30322840,,,Total Coliform,,20,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:35:45.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070702_261032,Sample-Routine,Water,,2007-07-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30338646,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:40:05.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070816_265204,Sample-Routine,Water,,2007-08-16,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30341958,,,Enterococcus,,8,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:41:07.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20071227_23355474632,Sample-Routine,Water,,2007-12-27,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30081798,,,Enterococcus,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-03-04 08:42:46.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070214_251960,Sample-Routine,Water,,2007-02-14,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30325632,,,Enterococcus,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:36:25.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070109_251950,Sample-Routine,Water,,2007-01-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30322841,,,Enterococcus,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:35:45.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070808_263360,Sample-Routine,Water,,2007-08-08,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30341954,,,Total Coliform,,320,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:41:06.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20071126_229794,Sample-Routine,Water,,2007-11-26,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-29849904,,,Enterococcus,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-21 09:22:01.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070117_251952,Sample-Routine,Water,,2007-01-17,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30322842,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:35:45.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20071120_229792,Sample-Routine,Water,,2007-11-20,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-29844411,,,Enterococcus,,20,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-21 09:19:51.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070330_257150,Sample-Routine,Water,,2007-03-30,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30335933,,,Total Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:39:16.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070329_257148,Sample-Routine,Water,,2007-03-29,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30335929,,,Fecal Coliform,,570,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:39:15.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070130_251956,Sample-Routine,Water,,2007-01-30,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30322850,,,Enterococcus,,4,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:35:45.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070628_261030,Sample-Routine,Water,,2007-06-28,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30333522,,,Total Coliform,,330,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:38:26.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070619_261028,Sample-Routine,Water,,2007-06-19,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30333520,,,Enterococcus,,4,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:38:26.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070702_261032,Sample-Routine,Water,,2007-07-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30338648,,,Enterococcus,,30,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:40:05.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070222_251962,Sample-Routine,Water,,2007-02-22,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30325635,,,Enterococcus,,4,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:36:25.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070808_263360,Sample-Routine,Water,,2007-08-08,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30341955,,,Enterococcus,,18,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:41:06.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070403_257152,Sample-Routine,Water,,2007-04-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30328088,,,Total Coliform,,190,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:36:59.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070206_251958,Sample-Routine,Water,,2007-02-06,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30325629,,,Enterococcus,,28,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:36:25.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070403_257152,Sample-Routine,Water,,2007-04-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30328089,,,Enterococcus,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:36:59.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20071002_231314,Sample-Routine,Water,,2007-10-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-29839470,,,Enterococcus,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-21 09:18:05.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20071227_23355474632,Sample-Routine,Water,,2007-12-27,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30081797,,,Total Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-03-04 08:42:46.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070502_257160,Sample-Routine,Water,,2007-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30330632,,,Total Coliform,,110,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:37:37.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070419_257156,Sample-Routine,Water,,2007-04-19,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30328093,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:36:59.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070710_261034,Sample-Routine,Water,,2007-07-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30338650,,,Total Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:40:05.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-628_20070524_257166,Sample-Routine,Water,,2007-05-24,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-628,PIER,,,,,33.4613300000,-117.7055000000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30330642,,,Enterococcus,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:37:38.0,STORET
